paper_title,paper_authors,full_name,acronym,material_class,ionic_conductivity_S_per_cm,temperature,processing_method,material_description,source_location
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Sulfide-based Solid Inorganic Electrolytes,SIEs,Ceramic,1.0,RT,N/A (General statement),State-of-the-art sulfide-based SIEs.,"Section 2.1, paragraph 4"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Lithium Aluminum Titanium Phosphate pellet,LATP,Ceramic,2.0,N/A (Cited Work),N/A (Cited Work),N/A (Cited Work),"Section 2.3, paragraph 3 (citing Ref. [85])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Lithium Aluminum Titanium Phosphate / Poly(ethylene oxide) composite,LATP/PEO,Other,4.0,N/A (Cited Work),N/A (Cited Work),"LATP fillers in PEO matrix, channels on their surface leading to higher conductivity.","Section 2.3, paragraph 3 (citing Ref. [85])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Crosslinked poly(ethylene glycol) methyl ether acrylate / Lithium Aluminum Titanium Phosphate / Crosslinked poly(ethylene glycol) methyl ether acrylate,CPMEA/LATP/CPMEA,Other,1.0,65 °C,N/A (Cited Work),"Anion-fixed LATP ceramic layer blocks redox-inactive anions; flexible CPMEA layers provide great wetting with electrodes, leading to homogeneous Li+ flux.","Table 1, Row 1 (citing Ref. [23])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) / Ta-doped Lithium Lanthanum Zirconate Oxide / Poly(ethylene oxide),PEO/LLZTO/PEO,Other,1.6,60 °C,N/A (Cited Work),"Ta-doped LLZO (LLZTO) ceramic core layer with PEO polymer layers, providing ingenious arrangement for stable Li electrodeposition.","Table 1, Row 2 (citing Ref. [92])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Ceramic-in-polymer / Polymer-in-ceramic / Ceramic-in-polymer,CIP/PIC/CIP,Other,1.6,30 °C,N/A (Cited Work),"Layered IPHE with a PIC (80 vol% 5 µm LLZTO and 20 vol% PEO) interlayer sandwiched by two CIP (20 vol% 200 nm LLTZO and 80 vol% PEO) layers, achieving superior ionic conductivity and interfacial contact (CIP) and enhanced dendrite suppression (PIC).","Table 1, Row 3 (citing Ref. [94])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) / Lithium Aluminum Titanium Phosphate / Aluminum Oxide / Poly(ethylene oxide),PEO/LATP/Al2O3/PEO,Other,5.0,30 °C,Atomic layer deposition (ALD) technique for Al2O3 coating,"LATP interlayer with Al2O3 atomic layer deposition (ALD) coating, PEO polymer layers; improvement arises from soft electrolyte/electrode contact and blocking of polysulfide shuttling effect.","Table 1, Row 4 (citing Ref. [95])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) / poly(N-methyl-malonic amide),PEO/PMA,Polymer,1.8,30 °C,N/A (Cited Work),Double-layer polymer electrolyte with low-voltage-stable PEO contacting the Li metal anode and high-voltage-stable PMA contacting the cathode.,"Table 1, Row 5 (citing Ref. [100])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) / Lithium Aluminum Titanium Phosphate / Polyacrylonitrile,PEO/LATP/PAN,Other,6.3,60 °C,"Coating PAN and PEO layers onto the cathode and anode sides of LATP electrolyte, respectively.","Janus multi-layer IPHE with PAN layer onto cathode and PEO layer onto anode sides of LATP electrolyte. LATP ceramic layer tethers anions and increases t+, upper PAN layer enables superior wetting and high-voltage tolerance, lower PEO layer protects LATP from reduction.","Table 1, Row 6 (citing Ref. [24])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Anode-side Self-Healing Electrolyte / Lithium Aluminum Germanium Phosphate / Cathode-side Self-Healing Electrolyte,ASHE/LAGP/CSHE,Other,2.8,25 °C,SHE layers constructed on surfaces of LAGP pellets by in-situ polymerizing ureido pyrimidone (UPy)-based monomers in ionic liquid (IL)-based electrolytes on anode side (ASHE) and adiponitrile (AN)-based electrolytes on cathode side (CSHE).,Self-healing polymer electrolyte (SHE) layers constructed as Janus interfaces to electrodes. IL-based ASHE protects LAGP from reduction and promotes stable SEI; AN-based CSHE has high resistance against electrochemical oxidation.,"Table 1, Row 7 (citing Ref. [101])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 1% sulfide particles / Lithium Aluminum Germanium Phosphate,(PEO+1% sulfide particles)/LAGP,Other,2.5,30 °C,"Doping 75Li2S-24P2S5-1P2O5 (LPOS) particle mixtures in PEO matrix, then coating onto LAGP pellet layer.","Double-layer IPHE formed by doping 75Li2S-24P2S5-1P2O5 (LPOS) particle mixtures in PEO matrix to form a soft PEO-based electrolyte, and then coating it onto a rigid LAGP pellet layer.","Table 1, Row 8 (citing Ref. [99])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Tough Polymer-in-Ceramic / soft Ceramic-in-Polymer,Tough PIC/soft CIP,Other,8.4,25 °C,"In-situ polymerization process utilizing natural settlement of LLZAO nanoparticles from a mixed solution of LLZAO powders, polyether monomer, and thermal initiator injected into a 2032 Li battery.","Tough–soft asymmetric thin film; rigid CIP layer effectively suppresses Li dendrites, soft PIC layer wets the cathode for flexible interface and low interfacial resistance.","Table 1, Row 9 (citing Ref. [102])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) / Lithium Lanthanum Zirconate Oxide / (Poly(ethylene oxide) + separator) / Poly(ethylene oxide) / (Poly(ethylene oxide) + Lithium Iron Phosphate cathode),PEO/LLZO/(PEO+separator)/PEO/(PEO+LiFePO4 cathode),Other,1.0,55 °C,N/A (Cited Work),Complex multilayer structural design; rigid LLZO layer coated with ultrathin graft PEO-based polymer layer on anode side; additional two-layer structure on cathode side including commercial Celgard 2400 separator and polymer layer (5.4 µm) spreading over separator and cathode materials.,"Table 1, Row 10 (citing Ref. [103])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",(Poly(ethylene oxide) + Lithium Lanthanum Zirconate Oxide particles) / (Poly(ethylene oxide) + Lithium Lanthanum Zirconate Oxide @ Carbon foam Sulfur cathode),(PEO+LLZO particles)/(PEO+LLZO@C foam S cathode),Other,1.1,40 °C,LLZO nanoparticle-modified porous carbon (LLZO@C) foam to host S and PEO binders. LLZO/PEO electrolyte casted onto composite S cathode.,"Electrolyte/cathode integrated architecture for Li/S battery; LLZO nanoparticle-modified porous carbon (LLZO@C) foam hosts active S host and PEO binders. LLZO/PEO electrolyte tightly casted onto the composite S cathode, sharing the same PEO matrix.","Table 1, Row 11 (citing Ref. [25])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",(Poly(ethylene oxide) + Lithium Lanthanum Titanium Oxide nanofibers) / (Poly(ethylene oxide) + carbon nanofiber / Sulfur cathode),(PEO+LLTO nanofibers)/(PEO+CNF/S cathode),Other,2.3,25 °C,Permeating LLTO/PEO IPHE into the pores of CNF/S cathode.,Integrated electrolyte/cathode bi-layer framework with one-dimensional (1D) LLTO nanofiber/PEO electrolyte and 3D CNF/S membranes. Achieved fast continuous electron/ion transport paths and low interfacial impedance by permeating the LLTO/PEO IPHE into the pores of the CNF/S cathode.,"Table 1, Row 12 (citing Ref. [104])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",(Poly(ethylene oxide) + Lithium Lanthanum Zirconate Oxide nanowires) / (Poly(ethylene oxide) + Lithium Iron Phosphate cathode),(PEO+LLZO nanowires)/(PEO+LiFePO4 cathode),Other,2.4,25 °C,"PEO used as binders for both LiFePO4 cathode and LLZO nanowire-based IPHE, then fused at elevated temperature.","Low-resistance integrated all-solid-state battery using PEO as binders of both LiFePO4 cathode and LLZO nanowire-based IPHE. Uniformly distributed LLZO nanowires increase ionic conductivity and mechanical strength, PEO in cathode and IPHE fused at elevated temperature to form an integrated battery architecture.","Table 1, Row 13 (citing Ref. [105])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with Al-doped Lithium Lanthanum Zirconate Oxide particles,PEO/Al-LLZTO particles (PLL),Other,1.1,25 °C,Al–LLZTO ceramic particles dispersed in a PEO/Li salt matrix.,"Flexible, anion-immobilized composite electrolyte; anions effectively immobilized due to interactions with ceramic particles. Improved mechanical strength, broadened electrochemical window to 5.5 V.","Section 4.1, paragraph 2 (citing Ref. [26])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Li-salt-free Poly(ethylene oxide) matrix with nano-sized Lithium Lanthanum Zirconate Oxide particles,PEO/LLZTO,Other,2.1,30 °C,N/A (Cited Work),Ionic conductivity mainly ascribed to percolation across the LLZTO/PEO interface; percolation threshold strongly coupled to ceramic particle size.,"Section 4.1, paragraph 3 (citing Ref. [79])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) matrix with dopamine modified Lithium Lanthanum Zirconate Oxide particles,PEO/dopamine-modified LLZTO,Other,1.1,30 °C,LLZTO surface modified with dopamine.,80 wt% LLZTO uniformly dispersed in 20 wt% PEO matrix due to improved wettability.,"Section 4.1, paragraph 4 (citing Ref. [127])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) matrix with molecular brushes modified Lithium Lanthanum Zirconate Oxide particles,PEO/MB-LLZTO,Other,1.6,30 °C,LLZTO particles modified with high-density molecular brushes (MBs).,High-density molecular brushes (MBs) at the LLZTO surface created fast-conduction domains.,"Table 2, Row 4 (citing Ref. [128])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(vinylidene fluoride) with Lithium Lanthanum Zirconate Oxide particles,PVDF/LLZTO,Other,5.0,25 °C,Used LLZTO particles to trigger structural modification of PVDF electrolyte.,"LLZTO-modified PVDF chains activated interactions between polymer matrix, Li salt, and LLZTO fillers, enhancing mechanical strength, thermostability.","Section 4.1, paragraph 6 (citing Ref. [129])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with Lithium Germanium Phosphorus Sulfide particles,PEO/LGPS,Other,2.2,RT,LGPS particles blended with PEO through ball-milling.,"Highly conductive LGPS particles cement better with PEO than oxide conductors, producing larger ion-conductive interfaces.","Section 4.1, paragraph 8 (citing Ref. [134])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(vinylidene fluoride) with 78Li2S-22P2S5 glass-ceramic particles,PVDF/7822gc,Other,7.1,25 °C,Liquid-phase method to synthesize IPHE thin films using 78Li2S-22P2S5 (7822gc) particles.,Morphology of SPE changes from micro-fibers to nano-whiskers with decreased polymer concentration.,"Section 4.1, paragraph 9 (citing Ref. [122])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Polyacrylonitrile with Lithium Lanthanum Titanium Oxide nanowires,PAN/LLTO nanowires,Other,2.4,RT,N/A (Cited Work),"Enhanced ionic conductivity attributed to more efficient ion migration through conductive network constructed along ceramic nanowire surface, compared to nanoparticle counterparts.","Section 4.2, paragraph 2 (citing Ref. [137])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Polyacrylonitrile,PAN,Polymer,2.1,RT,N/A (Cited Work),N/A (Cited Work),"Section 4.2, paragraph 2 (citing Ref. [137])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Polyacrylonitrile with Lithium Lanthanum Titanium Oxide nanoparticles,PAN/LLTO nanoparticles,Other,3.2,RT,N/A (Cited Work),N/A (Cited Work),"Section 4.2, paragraph 2 (citing Ref. [137])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Ceramic nanowires,,Ceramic,1.3,30 °C,N/A (Cited Work),Surface ionic conductivity along well-aligned nanowires in polymer matrix.,"Section 4.2, paragraph 3 (citing Ref. [27])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 2D Niobium-doped Lithium Lanthanum Zirconate Oxide nanosheets,PEO/Nb-LLZO nanosheets,Other,3.6,RT,Nb–LLZO nanosheets prepared by coprecipitation with graphene oxide (GO) template.,N/A (Cited Work),"Section 4.2, paragraph 6 (citing Ref. [143])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide)-based composite with 3D Lithium Lanthanum Zirconate Oxide nanofiber network,PEO/LLZO nanofiber network (FRPC),Other,2.5,RT,"3D interconnected network prepared by electrospinning was directly immersed in the Li salt-PEO solution, obtaining a fiber-reinforced polymer composite (FRPC).","Flexible, solid-state, ion-conducting membrane with 3D garnet nanofiber networks; wide electrochemical window up to 6.0 V, great cycling stability and flame resistance. Prevents nanofiller agglomeration.","Section 4.3, paragraph 2 (citing Ref. [28])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) matrix with Lithium Aluminum Titanium Phosphate/Polyacrylonitrile bi-continuous nanofiber 3D network,PEO/LATP-PAN nanofiber network,Other,1.0,30 °C,N/A (Cited Work),PAN in nanofiber network avoids side reaction between LATP and Li anode as LATP nanofibers are well-enveloped by PAN chains.,"Section 4.3, paragraph 3 (citing Ref. [147])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Single-Li+-conducting solid polymer electrolyte with 3D intertwined Lithium Aluminum Titanium Phosphate nanofiber network,Single-Li+-conducting SPE/LATP nanofiber network,Other,3.1,25 °C,Single-Li+-conducting polymer electrolyte employed to infiltrate into 3D intertwined LATP nanofiber network.,Extraordinary t+ as high as 0.94 due to anion insulation of both SPE and SIE components; continuous ion transport expressway created by LATP nanofibers.,"Section 4.3, paragraph 4 (citing Ref. [149])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide nanofiber network derived from bacterial cellulose template,PEO/LLZO nanofiber network,Other,1.1,RT,LLZO nanofiber network derived from bacterial cellulose template.,Enhanced ionic conductivity due to extended ion transport pathways; structural flexibility and minor impedance increase after bending ascribed to high length-to-diameter ratio and intertwined structure of nanofibers.,"Section 4.3, paragraph 5 (citing Ref. [153])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide nanofiber network (cellulose textile template),PEO/LLZO nanofiber network,Other,1.0,RT,LLZO nanofiber network derived from cellulose textile template.,N/A (Cited Work),"Section 4.3, paragraph 5 (citing Ref. [154, 155])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Zirconate Oxide nanofiber network (natural wood template),PEO/LLZO nanofiber network,Other,1.0,RT,LLZO nanofiber network derived from natural wood template.,N/A (Cited Work),"Section 4.3, paragraph 5 (citing Ref. [154, 155])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Epoxy with 3D-printed gyroidal Lithium Aluminum Germanium Phosphate framework,Epoxy/LAGP,Other,1.6,RT,"3D printing of gyroidal LAGP scaffolds, filled with epoxy.","Gyroidal ceramic framework filled with epoxy, exhibiting highest ionic conductivity among tested architectures and much higher mechanical properties than fragile LAGP SIE.","Section 4.3, paragraph 6 (citing Ref. [29])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Lithium Aluminum Germanium Phosphate pellet,LAGP,Ceramic,2.8,RT,N/A (Cited Work),N/A (Cited Work),"Section 4.3, paragraph 6 (citing Ref. [29])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with 3D Lithium Lanthanum Titanium Oxide framework,PEO/LLTO framework,Other,8.8,RT,Hydrogel-derived method.,"Interconnected 3D LLTO framework provides long-range ion pathways; hybridization of rigid ceramic framework and soft polymer matrix endows materials with great mechanical strength, as well as improved thermal and electrochemical stability.","Section 4.3, paragraph 7 (citing Ref. [136, 150])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Succinonitrile-based solid polymer electrolyte with 3D Lithium Lanthanum Zirconate Oxide/Polytetrafluoroethylene/nylon mesh framework,SN-based SPE/LLZTO-PTFE-Nylon,Other,1.2,RT,"Simple solvent-free method; continuous shear-stress (grinding) tears PTFE into fibers to adhere LLZTO powders, forming a flexible interconnected LLZTO framework.","3D framework composed of LLZTO, polytetrafluoroethylene (PTFE), and lightweight nylon mesh; electrochemical stability window of 4.8 V, t+ of 0.53.","Section 4.3, paragraph 8 (citing Ref. [157])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Crosslinked Poly(ethylene oxide) with succinonitrile solid polymer electrolyte,Crosslinked PEO/SN SPE,Polymer,2.0,30 °C,N/A (Cited Work),N/A (Cited Work),"Section 4.3, paragraph 9 (citing Ref. [78])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Crosslinked Poly(ethylene oxide) with succinonitrile solid polymer electrolyte reinforced with mesoporous Silicon Dioxide aerogel,Crosslinked PEO/SN SPE/SiO2 aerogel,Other,6.0,30 °C,"Mesoporous SiO2 aerogel introduced as backbone, filled with a PEO/SN-based polymer matrix.","Robust mesoporous SiO2 aerogel as backbone; functions as robust backbone strengthening the IPHE, offering large and continuous surfaces with strong anion affinity, creating highly cation-conductive pathways.","Section 4.3, paragraph 9 (citing Ref. [78])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with Lithium Lanthanum Zirconate Oxide particles,PEO/LLZTO particles,Other,1.1,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 1 (citing Ref. [26])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Li-salt-free Poly(ethylene oxide) with Lithium Lanthanum Zirconate Oxide particles,Li-salt-free PEO/LLZTO particles,Other,2.1,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 2 (citing Ref. [79])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with dopamine-modified Lithium Lanthanum Zirconate Oxide particles,PEO/dopamine-modified LLZTO particles,Other,1.2,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 3 (citing Ref. [127])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with molecular brushes modified Lithium Lanthanum Zirconate Oxide particles,PEO/MB-modified LLZTO particles,Other,1.6,30 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 4 (citing Ref. [128])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(vinylidene fluoride) with Lithium Lanthanum Zirconate Oxide particles,PVDF/LLZTO particles,Other,5.0,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 5 (citing Ref. [129])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(vinylidene fluoride-co-hexafluoropropylene) with Lithium Lanthanum Zirconate Oxide particles,PVDF-HFP/LLZO particles,Other,1.1,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 6 (citing Ref. [130])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(ethylene oxide) with Lithium Germanium Phosphorus Sulfide particles,PEO/LGPS particles,Other,2.2,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 7 (citing Ref. [134])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Poly(vinylidene fluoride) with Li2S-P2S5 glass-ceramic particles,PVDF/Li2S-P2S5 glass-ceramic particles,Other,7.1,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 8 (citing Ref. [122])"
Advanced inorganic/polymer hybrid electrolytes for all-solid-state lithium batteries,"Xiaoyu JI, Yiruo ZHANG, Mengxue CAO, Quanchao GU, Honglei WANG, Jinshan YU, Zi-Hao GUO, Xingui ZHOU",Polyacrylonitrile with Lithium Lanthanum Titanium Oxide particles,PAN/LLTO particles,Other,3.2,25 °C,N/A (Cited Work),N/A (Cited Work),"Table 2, Row 9 (citing Ref. [137])"
